,Company,Sector,Industry,Country,Website,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio, / 21.54,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS growth next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility (Week),Volatility (Month),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
8075,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Financial,ClosedEnd Fund  Debt,,,,2.01,,22.91M,0.63%,292.62M,,,,22.88M,3.48%,,,,32.92%,0.09% / 0.26,,,,,,0.02M,0.47%,,,,,,2.96%,,,,,11.16  13.52,10.18%,1.35,,,,5.55%,0.71,10.57%,,,,14.43%,0.15,,,,,61.47,1.33%,1.08%,No,,,,0.58,12.72,Yes,,,,77.93K,12.77,1,1.47%,3.92%,5.35%,"39,409",0.39%
8076,ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,,RUT,7.5,3.75,6.60%,26.55M,12.47%,762.03M,,2.6,4.99%,22.94M,8.67%,111.30M,,0.21,80.00%,16.73% / 8.61,,281.00M,2.71,104.50%,0.12%,3.84M,48.42%,12.4,2.27,179.60%,28.70%,60.21,60.98%,12.11,2.32,,48.60%,13.02  37.75,65.92%,,20,16.00%,3.30%,25.46%,2.64,,4.7,73.80%,,116.13%,2.09,170,4.7,1431.00%,39.60%,40.91,8.53%,6.00%,Yes,0,196.40%,39.60%,0.58,29.3,Yes,0,Aug 07 AMC,0.00%,445.72K,28.14,2.1,16.23%,6.07%,22.91%,"227,627",3.96%
8077,ARCO,Arcos Dorados Holdings Inc.,Consumer Cyclical,Restaurants,,,15.14,0.73,3.26%,210.59M,2.56%,2.33B,11.82,0.93,0.00%,122.83M,3.23%,153.20M,0.36,0.14,42.50%,1.22% / 1.08,,3.82B,0.61,208.40%,2.67%,1.50M,35.78%,1.68,6.56,21.48%,6.00%,12.29,39.91%,1.25,8.82,42.56%,54.10%,6.64  11.47,31.88%,0.22,34.88,2.30%,17.00%,3.88%,1.05,2.00%,0.8,1.70%,13.80%,66.04%,0.28,93647,0.9,25.30%,7.40%,59.73,2.28%,2.50%,Yes,2.07,52.70%,4.00%,0.46,10.9,Yes,2.01,Aug 17 BMO,22.00%,1.39M,11.02,1.9,1.77%,9.05%,29.72%,"569,101",1.15%
8078,ARCH,"Arch Resources, Inc.",Basic Materials,Coking Coal,,RUT,2.9,46.35,1.80%,18.41M,1.67%,2.38B,5.4,24.95,5.05%,17.60M,18.41%,926.90M,,5.47,85.39%,9.97% / 4.33,,3.35B,0.71,232.70%,5.89%,1.76M,0.15%,77.45,1.74,4.91%,38.70%,168.33,12.50%,13.27,10.14,,68.10%,99.36  164.33,1.93%,1,6.62,22.10%,87.20%,18.08%,0.71,0.74%,1.7,9.90%,29.30%,35.49%,4.03,3404,2.4,33.20%,21.70%,68.88,3.02%,3.33%,Yes,0.1,78.70%,27.70%,0.41,135.46,Yes,0.08,Jul 27 BMO,1.90%,405.37K,134.62,1.7,8.63%,15.28%,3.48%,"147,180",0.62%
8079,ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,,,274.1,0.05,3.79%,65.78M,10.97%,886.71M,4,3.43,0.00%,37.18M,7.57%,5.60M,,0.44,99.10%,3.71% / 12.08,,382.40M,2.32,122.20%,2.99%,1.38M,9.82%,8.48,1.62,4.83%,0.50%,17.3,16.33%,2.56,5.36,,1.30%,7.85  17.54,1.52%,,,5.00%,6.80%,21.86%,0.51,,1.1,48.70%,68.10%,74.59%,0.46,2935,1.3,24.40%,17.80%,70.47,2.11%,2.64%,Yes,0.71,24.70%,1.50%,27.5,11.95,Yes,0.68,May 25 AMC,0.00%,114.15K,13.7,2.4,8.93%,10.50%,13.16%,"2,764,439",14.69%
8080,ARCC,Ares Capital Corporation,Financial,Asset Management,,,11.91,1.64,1.12%,557.38M,0.08%,10.89B,8.57,2.28,0.34%,550.57M,1.11%,,,0.58,31.18%,3.43% / 5.85,,2.43B,4.48,14.90%,,18.90M,1.44%,18.59,1.05,1.70%,,20.95,2.75%,,,0.90%,,16.51  20.69,5.77%,1.92,,5.37%,,5.56%,1.03,9.83%,,,,18.35%,0.24,,,32.40%,,55.24,0.88%,1.33%,Yes,,198.20%,,0.44,19.56,Yes,,Jul 25 BMO,156.83%,3.23M,19.53,1.7,0.04%,2.20%,3.46%,"1,256,169",0.13%
8081,ARCB,ArcBest Corporation,Industrials,Trucking,,RUT,14.69,7.34,1.80%,24.29M,6.69%,2.64B,11.34,9.52,11.78%,23.63M,11.49%,184.60M,,1.75,91.50%,5.97% / 3.83,,4.81B,0.55,46.60%,1.34%,1.41M,5.93%,49.65,2.17,43.90%,12.30%,135.8,20.60%,14.95,7.22,3.02%,26.20%,68.00  122.86,54.05%,0.48,8.97,55.80%,21.50%,12.18%,1.58,0.44%,1.3,13.50%,79.60%,58.68%,4.52,15700,1.3,12.80%,8.20%,49.53,3.95%,4.41%,Yes,0.21,71.30%,6.20%,0.52,109.43,Yes,0.15,Jul 28 BMO,3.60%,368.49K,107.9,2.1,3.16%,8.93%,21.00%,"169,286",1.40%
8082,ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,,,13.98,0.26,0.30%,42.80M,8.16%,148.71M,10.53,0.34,15.71%,36.83M,3.77%,11.10M,,0.09,50.80%,0.27% / 0.77,,285.40M,0.52,19.80%,2.26%,0.10M,1.92%,3.65,0.98,21.43%,,5.25,21.36%,1.23,2.91,,,2.11  3.87,22.18%,0.2,6.27,26.30%,5.70%,7.49%,1.33,5.59%,1.5,6.20%,33.80%,70.07%,0.14,1800,1.6,2.90%,,57.27,4.68%,3.99%,Yes,0.4,23.20%,,0.54,3.55,Yes,0.34,May 03 AMC,76.13%,127.67K,3.58,,1.99%,10.15%,15.06%,"60,166",0.85%
8083,ARBK,Argo Blockchain plc,Financial,Capital Markets,,,,4.82,0.02%,53.53M,6.77%,73.34M,,0.69,0.00%,53.52M,43.65%,,,0.18,2.00%,0.44% / 0.56,,50.52M,1.45,653.10%,8.83%,0.23M,24.87%,0.11,12.91,64.30%,,1.88,71.94%,,,,,0.36  6.95,31.48%,,,,153.70%,79.57%,1.03,,1,,,294.44%,0.15,82,1,63.30%,,46.89,8.04%,11.11%,Yes,13.76,198.10%,,0.28,1.43,Yes,11.49,Jun 06 BMO,,416.67K,1.42,2.7,5.48%,4.24%,1.98%,"101,591",0.70%
8084,ARBG,Financial,Shell Companies,USA,,,170.67,0.06,,3.59M,0.10%,36.75M,,,,,1.29%,,,,57.93%, / 1.04,,,,,,0.00M,3.12%,0.18,,,,,4.38%,,,,,9.80  11.51,3.85%,,,,,11.03%,0.01,,,,,4.49%,0.12,,,,,49.19,0.06%,0.68%,No,,,,0,10.24,No,,,,3.38K,10.24,,0.76%,0.72%,2.60%,0,0.00%
8085,ARBE,Arbe Robotics Ltd.,Technology,Software  Infrastructure,,,,0.62,21.19%,64.67M,6.29%,219.36M,,0.3,0.00%,57.98M,11.55%,42.50M,,0.15,32.30%,0.89% / 3.32,,3.00M,73.12,35.80%,0.90%,0.51M,24.72%,0.64,4.19,49.20%,65.80%,6.6,57.32%,0.55,4.89,,80.10%,1.85  7.87,21.41%,,,,97.80%,65.95%,0.33,,6.5,,59.40%,44.86%,0.17,141,6.5,55.60%,,42.07,5.80%,5.48%,Yes,0,22.90%,,0.3,2.75,Yes,0,May 17 BMO,,154.92K,2.68,2,7.19%,3.37%,20.13%,"40,431",2.55%
8086,ARBB,ARB IOT Group Limited,Technology,Information Technology Services,,,54.5,0.04,95.24%,26.25M,11.38%,57.46M,,,0.00%,1.25M,33.13%,,,,,4.31% / 0.30,,88.01M,0.65,,,0.05M,,2.64,0.83,,,,,,,,,2.16  5.40,43.38%,,,,,59.63%,,,,,,0.93%,0.25,41,,31.90%,,30.68,5.51%,12.78%,No,,88.80%,,0.11,2.24,Yes,,,0.00%,181.90K,2.18,,17.25%,25.62%,35.94%,"17,889",2.68%
8087,ARB,AltShares Merger Arbitrage ETF,Financial,Exchange Traded Fund,,,,,,,0.34%,,,,,,0.61%,,,,, / ,,,,,,,0.88%,,,,,,4.51%,,,,,24.50  27.80,0.09%,1.08,,,,7.43%,0.09,4.18%,,,,5.04%,0.11,,,,,66.29,0.17%,0.39%,No,,,,0.2,25.74,Yes,,,,17.37K,25.74,,0.46%,1.32%,0.21%,"3,055",0.02%
8088,ARAY,Accuray Incorporated,Healthcare,Medical Devices,,RUT,,0.11,4.70%,95.52M,27.50%,287.39M,34.6,0.09,1.29%,91.08M,21.32%,10.20M,,0.01,65.20%,7.97% / 9.76,,439.30M,0.65,15.30%,4.39%,7.26M,0.49%,0.57,5.34,250.00%,2.20%,8.3,39.68%,0.94,3.23,,19.70%,1.81  4.30,45.69%,,,30.50%,2.10%,29.17%,1.57,,1,2.30%,36.30%,68.23%,0.18,1044,1.8,22.80%,1.10%,23.68,8.36%,3.96%,Yes,3.26,154.50%,2.30%,3.3,3.15,Yes,3.16,Aug 09 AMC,,744.11K,3.05,1.6,23.24%,21.00%,2.70%,"2,163,738",3.33%
8089,ARAV,"Aravive, Inc.",Healthcare,Biotechnology,,,,2.24,2.20%,75.72M,13.74%,14.89M,,0.67,0.00%,31.41M,86.80%,113.20M,,0.28,6.70%,24.24%,,9.50M,1.57,7.60%,25.68%,7.61M,88.23%,0.51,,45.10%,222.80%,9.5,77.78%,0.53,0.41,,,0.21  2.46,83.50%,,,36.40%,,91.15%,2.43,,1.9,25.60%,,5.17%,0.13,23,1.9,36.40%,,15.55,14.21%,13.32%,Yes,,6.80%,,1.32,0.22,No,,May 10 AMC,,2.10M,0.22,2.4,80.75%,84.07%,86.35%,"2,450,230",2.55%
8090,AR,Antero Resources Corporation,Energy,Oil & Gas E&P,,,6.23,4.44,4.80%,300.14M,0.56%,8.33B,12.2,2.27,1.03%,276.85M,17.57%,1.42B,,0.03,79.90%,6.81% / 3.27,,6.51B,1.28,90.00%,3.43%,18.86M,3.15%,22.74,1.22,312.55%,10.10%,30.57,26.79%,0,,,21.30%,19.91  45.33,10.70%,,8.69,11.90%,26.20%,38.95%,3.49,,0.3,14.30%,77.20%,38.99%,1.05,604,0.3,56.70%,29.60%,64.01,4.15%,3.84%,Yes,0.22,112.10%,21.80%,0.62,27.91,Yes,0.22,Jul 26 AMC,0.00%,5.76M,27.67,2.6,7.29%,17.74%,2.90%,"3,153,001",0.84%
8091,AQU,Financial,Shell Companies,USA,,,233.33,0.04,23.05%,7.04M,0.48%,73.92M,,,0.00%,5.53M,0.96%,0.30M,,,62.49%,0.07% / 0.13,,,,,,0.00M,,7.53,1.39,,1.10%,,,7.95,1.32,,1.20%,9.90  11.43,4.79%,,,,,8.14%,,,17.4,,,6.06%,0.1,,17.4,,,64.49,0.07%,0.47%,No,0,,,0.15,10.49,Yes,0,,0.00%,27.81K,10.5,,0.67%,1.09%,2.53%,"3,630",0.10%
8092,AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers  Specialty & Generic,,,,0.71,0.40%,55.63M,7.55%,112.71M,,0.56,0.00%,52.77M,17.82%,33.10M,,0.12,29.60%,3.88% / 3.56,,46.50M,2.42,39.70%,4.53%,2.05M,123.57%,1.96,,93.10%,58.50%,6,65.15%,0.46,4.19,,30.70%,0.72  2.69,114.20%,,10.15,19.10%,63.30%,28.17%,2.6,,0.9,6.60%,57.20%,168.37%,0.16,130,1.1,9.80%,80.00%,52.05,11.72%,8.28%,Yes,,134.30%,71.20%,0.4,1.95,Yes,,Aug 07 AMC,,574.19K,1.93,1.7,4.56%,2.09%,48.69%,"204,273",0.91%
8093,AQNU,Algonquin Power & Utilities Corp.,Utilities,Utilities  Renewable,,,52.4,0.52,,20.00M,3.08%,5.19B,,,,20.00M,7.59%,,,,79.13%,0.13% / 0.29,,2.81B,1.85,,,0.03M,1.20%,7.68,3.52,,,9.34,42.28%,,,,,22.79  47.14,13.28%,3.88,,,,42.64%,0.55,14.33%,,,,18.65%,0.66,3951,,5.80%,,32.07,2.58%,2.19%,No,,197.00%,,0.28,27.42,Yes,,,,87.13K,27.04,,6.14%,7.10%,5.95%,"21,402",1.39%
8094,AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities  Renewable,,,,0.09,0.07%,687.69M,3.37%,6.90B,12.6,0.59,0.00%,635.60M,8.78%,55.30M,,0.1,63.06%,5.29% / 6.87,,3.75B,1.84,180.00%,,33.61M,3.85%,10.27,0.73,5.12%,0.20%,9.34,48.25%,0.09,84.67,3.67%,0.80%,6.41  14.65,15.00%,0.57,,22.80%,3.00%,48.82%,0.53,7.67%,0.7,12.70%,69.50%,17.07%,0.21,3951,0.8,6.20%,11.10%,30.66,2.82%,2.38%,Yes,1.48,196.50%,1.50%,1.04,7.64,Yes,1.39,Aug 10 BMO,,4.89M,7.5,2.8,6.92%,8.88%,7.42%,"4,475,532",1.86%
8095,AQMS,"Aqua Metals, Inc.",Industrials,Waste Management,,,,0.2,6.70%,101.37M,8.54%,115.87M,,0.12,2.65%,96.27M,22.05%,15.60M,,0.04,18.70%,5.17% / 7.50,,0.00M,28967.81,21.70%,1.27%,4.98M,3.21%,0.23,5.05,42.10%,46.90%,5,16.25%,0.03,34.08,35.00%,70.10%,0.50  1.76,7.08%,,,31.10%,,34.19%,1.33,,1.6,,,132.30%,0.11,30,1.6,,,42.78,7.96%,10.28%,Yes,0.47,7.60%,,0.44,1.18,Yes,0.15,Aug 09 AMC,,663.28K,1.16,1.5,12.65%,5.48%,9.02%,"257,512",1.57%
8096,AQB,"AquaBounty Technologies, Inc.",Consumer Defensive,Farm Products,,,,0.34,1.71%,71.34M,5.70%,20.95M,,0.29,0.00%,70.14M,29.64%,24.50M,,0.1,32.60%,2.46% / 3.44,,2.30M,9.11,3.00%,12.78%,1.73M,71.35%,2.51,0.11,21.60%,11.50%,1.08,81.26%,,,,13.00%,0.26  1.54,64.92%,,,21.60%,11.10%,82.65%,1.33,,1.9,125.90%,,4.69%,0.03,100,2,27.30%,,30.92,13.87%,8.53%,Yes,0.05,17.10%,,0.76,0.28,Yes,0.04,,,501.85K,0.27,2,23.32%,26.90%,56.38%,"333,696",5.93%
8097,APYX,Apyx Medical Corporation,Healthcare,Medical Devices,,,,0.6,3.40%,34.60M,4.62%,191.58M,,0.46,1.13%,30.23M,17.96%,20.70M,,0.07,60.90%,8.09% / 6.61,,44.20M,4.33,52.00%,0.43%,2.45M,49.55%,1.04,4.79,31.40%,37.10%,8.8,54.02%,0.42,11.75,15.00%,51.30%,1.31  11.15,112.82%,,,8.70%,63.50%,55.36%,1.22,,2.3,34.20%,64.50%,280.15%,0.56,276,2.8,3.20%,52.90%,46.06,10.67%,8.84%,Yes,0.25,41.70%,46.90%,2.24,4.2,Yes,0,,,369.98K,4.98,2,5.21%,17.05%,29.40%,"728,512",18.43%
8098,APXI,Financial,Shell Companies,Mexico,,,44.05,0.25,,17.76M,0.74%,118.16M,,,,6.56M,1.49%,5.30M,,,81.10%,0.01% / 0.09,,,,675.60%,6.33%,0.00M,7.51%,3.73,2.92,,3.50%,,,0.03,393.86,,3.60%,10.05  10.88,5.89%,,,,,0.00%,0,,0.2,,,8.26%,0.03,,0.2,,,71.91,0.02%,0.08%,No,0.01,98.10%,,0,10.88,Yes,0,,0.00%,7.76K,10.88,,0.88%,1.91%,5.71%,0,0.00%
8099,APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,,,10.18,0.17,75.40%,20.02M,5.72%,35.17M,,,0.00%,3.93M,6.99%,,,,1.00%,0.17% / 0.67,,433.89M,0.08,201.20%,0.99%,0.01M,13.07%,7.57,0.23,,,,40.65%,2.66,0.65,,,1.22  2.36,20.14%,,,21.10%,2.80%,26.69%,0.69,,1.3,0.40%,,41.80%,0.13,1207,2.2,0.50%,,42.05,5.84%,7.67%,No,0.4,,,1.11,1.76,Yes,0.09,,0.00%,9.87K,1.73,,8.83%,3.50%,13.60%,"9,651",1.70%
8100,APVO,Aptevo Therapeutics Inc.,Healthcare,Biotechnology,,,0.14,3.31,1.10%,7.29M,20.78%,3.49M,,4.55,0.00%,7.21M,69.91%,16.70M,,1.12,17.40%,19.32% / 5.42,,0.00M,,121.90%,6.16%,1.39M,76.53%,3.31,0.14,49.20%,53.00%,18,89.52%,3.41,0.14,,92.40%,0.45  7.20,79.77%,,,15.60%,,93.48%,5.23,,4.9,26.60%,,4.30%,0.1,45,4.9,,,23.54,11.19%,11.88%,No,0,116.30%,,0.31,0.45,Yes,0,May 11 AMC,0.00%,256.82K,0.47,2,48.02%,63.38%,76.67%,"69,545",3.93%
8101,APUE,ActivePassive U.S. Equity ETF,Financial,Exchange Traded Fund,,,,,,,0.84%,,,,,,1.06%,,,,, / ,,,,,,,,,,,,,,,,,,24.44  27.91,9.63%,,,,,3.12%,,,,,,10.65%,0.26,,,,,44.21,1.23%,0.71%,No,,,,0.35,27.17,No,,,,19.23K,27.04,,1.65%,0.67%,2.64%,"5,865",0.48%
8102,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,,S&P 500,29.77,3.29,0.20%,282.87M,8.25%,28.44B,15.93,6.15,9.51%,281.50M,12.80%,894.00M,0.9,1.18,98.70%,1.02% / 1.42,,19.27B,1.48,0.80%,1.56%,2.86M,15.54%,33.86,2.89,34.59%,4.20%,129.05,6.97%,4.49,21.84,33.10%,10.20%,77.96  124.88,5.22%,,28.02,13.30%,7.10%,21.53%,2.05,,1.2,6.30%,16.80%,25.69%,2.95,160000,1.8,28.20%,8.20%,30.03,2.67%,2.18%,Yes,0.71,472.90%,4.60%,0.98,103.18,Yes,0.7,Aug 03 BMO,,2.01M,97.99,2,9.61%,5.52%,5.41%,"1,735,104",5.03%
8103,APTO,Aptose Biosciences Inc.,Healthcare,Biotechnology,,,,0.48,20.40%,92.56M,18.38%,26.89M,,6.91,0.00%,6.13M,1.35%,44.00M,,2.01,35.10%,1.06% / 1.53,,,,38.20%,13.12%,0.07M,57.66%,0.28,15.64,9.30%,83.00%,,65.11%,5.83,0.75,,106.00%,2.91  13.20,49.66%,,,2.80%,,66.82%,1.36,,3.1,,,50.51%,0.33,35,3.1,,,54.55,6.53%,8.77%,No,0,18.70%,,1.01,4,Yes,0,May 08 AMC,,42.76K,4.38,1.7,11.02%,9.15%,44.64%,"38,219",9.50%
8104,APTM,Alpha Partners Technology Merger Corp.,Financial,Shell Companies,,,47.73,0.22,2.28%,36.18M,0.29%,379.89M,,,0.00%,28.45M,0.96%,8.00M,,,67.30%,0.00% / 0.01,,,,,18.00%,0.00M,5.00%,7.68,1.37,,2.80%,,9.15%,0.01,1266.3,,2.90%,9.72  11.35,4.69%,,,,,7.49%,0.03,,0.7,,,8.02%,0.09,,0.7,,,62.19,0.23%,1.11%,No,0,34.10%,,0,10.49,Yes,0,,0.00%,72.59K,10.5,,0.29%,1.02%,3.94%,98,0.10%
8105,APT,"Alpha Pro Tech, Ltd.",Industrials,Building Products & Equipment,,,21.68,0.18,0.60%,12.15M,3.64%,49.12M,,,0.00%,10.71M,4.45%,2.30M,1.45,,26.10%,1.63% / 5.52,,58.10M,0.85,48.70%,6.19%,0.17M,7.42%,5.02,0.79,,3.50%,,11.33%,1.12,3.56,15.00%,3.70%,3.68  4.58,0.75%,,15.35,7.60%,5.00%,12.88%,0.75,,16.5,7.10%,34.80%,8.42%,0.07,122,30.9,22.00%,4.50%,60.37,1.87%,1.83%,Yes,0,60.90%,4.00%,1.45,3.98,Yes,0,,0.00%,31.66K,3.99,1,1.88%,2.53%,1.08%,"40,342",0.25%
8106,APRW,AllianzIM U.S. Large Cap Buffer20 Apr ETF,Financial,Exchange Traded Fund,,,,,,,0.02%,,,,,,0.39%,,,,, / ,,,,,,,5.43%,,,,,,7.07%,,,,,25.05  28.51,7.50%,,,,,0.98%,0.28,,,,,12.71%,0.14,,,,,50.65,0.52%,0.46%,No,,,,0.09,28.2,Yes,,,,27.80K,28.23,,0.33%,0.59%,4.46%,"2,206",0.11%
8107,APRQ,Innovator Premium Income 40 Barrier ETF  April,Financial,Exchange Traded Fund,,,,,,,0.53%,,,,,,0.53%,,,,, / ,,,,,,,,,,,,,,,,,,24.34  25.07,1.03%,1.35,,,,1.40%,,5.45%,,,,1.56%,0.06,,,,,65.67,0.23%,0.17%,No,,,,0.56,24.66,Yes,,,,23.27K,24.72,,0.45%,0.18%,0.38%,"11,444",0.26%
8108,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,,,,26.18,1.00%,5.54M,11.80%,41.83M,,6.92,37.19%,4.71M,10.79%,88.30M,,3.24,13.80%,25.75%,,453.80M,0.09,23.90%,78.98%,1.21M,52.47%,6.23,0.99,32.00%,48.30%,23.33,86.16%,4.65,1.32,,237.20%,4.70  98.64,38.15%,,,34.30%,176.60%,93.76%,2.9,,0.5,12.20%,34.40%,31.06%,0.63,1503,0.8,4.00%,18.90%,57.06,13.30%,9.61%,No,0.65,78.60%,19.50%,0.51,5.22,Yes,0.01,Aug 09 BMO,,822.42K,6.16,2.7,16.92%,5.19%,37.89%,"372,650",18.01%
8109,APRJ,Innovator Premium Income 30 Barrier ETF  April,Financial,Exchange Traded Fund,,,,,,,0.40%,,,,,,0.32%,,,,, / ,,,,,,,,,,,,,,,,,,24.40  27.39,1.47%,1.6,,,,9.35%,,6.43%,,,,1.76%,0.09,,,,,59.51,0.33%,0.32%,No,,,,1.02,24.77,Yes,,,,23.12K,24.83,,0.30%,0.08%,0.48%,"20,847",0.24%
8110,APRH,Innovator Premium Income 20 Barrier ETF  April,Financial,Exchange Traded Fund,,,,,,,0.26%,,,,,,0.26%,,,,, / ,,,,,,,,,,,,,,,,,,24.39  25.26,1.92%,1.94,,,,1.23%,,7.78%,,,,2.31%,0.07,,,,,54.78,0.25%,0.19%,No,,,,2.44,24.92,Yes,,,,15.94K,24.95,,0.13%,0.06%,0.57%,"34,210",0.10%
8111,APRE,"Aprea Therapeutics, Inc.",Healthcare,Biotechnology,,,,91.3,2.50%,3.26M,1.41%,14.12M,,1.82,12.72%,2.01M,18.78%,109.10M,,1.43,7.70%,7.35% / 3.08,,,,94.90%,57.57%,0.15M,62.07%,8.12,0.49,60.90%,319.80%,15,78.64%,8.66,0.46,,,2.78  20.75,40.43%,,,33.90%,,80.99%,0.8,,7.6,,,41.85%,0.32,9,7.6,,,63.37,8.70%,11.50%,No,0,81.50%,,0.1,3.98,Yes,0,,,47.95K,3.94,1.7,15.40%,17.79%,36.56%,"4,176",0.91%
8112,APRD,Innovator Etfs Trust  Premium Income 10 Barrier Etf  April,Financial,Exchange Traded Fund,,,,,,,0.35%,,,,,,0.26%,,,,, / ,,,,,,,,,,,,,,,,,,24.41  25.43,2.29%,2.28,,,,1.38%,,9.09%,,,,2.77%,0.05,,,,,54.41,0.14%,0.11%,No,,,,0,25.03,Yes,,,,5.61K,25.08,,0.14%,0.06%,0.73%,2,0.19%
8113,APPS,"Digital Turbine, Inc.",Technology,Software  Application,,RUT,58.79,0.16,3.00%,99.26M,10.99%,914.13M,8.15,1.13,2.45%,96.25M,17.44%,16.70M,5.88,0.13,70.40%,5.97% / 2.31,,665.90M,1.37,52.70%,4.19%,5.75M,25.11%,6.1,1.51,46.01%,1.20%,12.33,60.44%,0.76,12.17,10.00%,2.80%,7.72  25.00,39.44%,,10.21,20.90%,4.00%,63.08%,2.47,,1.2,54.90%,48.10%,19.56%,0.54,777,1.2,23.90%,6.90%,38.13,6.63%,4.70%,Yes,0.68,174.40%,2.50%,0.4,9.5,Yes,0.68,Aug 08 AMC,0.00%,2.49M,9.23,2.6,11.59%,4.65%,27.77%,"882,597",2.84%
8114,APPN,Appian Corporation,Technology,Software  Infrastructure,,RUT,,2.27,0.80%,73.04M,3.83%,3.38B,,0.64,22.83%,40.59M,8.06%,164.60M,,0.26,77.90%,9.53% / 12.43,,489.00M,6.92,66.90%,3.59%,3.87M,14.43%,1.1,43.32,42.50%,27.30%,51.25,13.96%,3.34,14.28,,122.20%,29.80  57.47,46.35%,,,28.70%,55.20%,17.09%,1.64,,1.3,21.50%,71.70%,59.90%,2.05,2307,1.3,16.00%,31.60%,45.21,5.09%,4.05%,Yes,2.58,14.90%,32.20%,0.28,47.67,Yes,1.77,Aug 03 AMC,,311.39K,47.65,2.6,3.41%,2.47%,13.98%,"77,520",0.04%
8115,APPH,"AppHarvest, Inc.",Consumer Defensive,Farm Products,,,,0.47,13.84%,155.11M,29.75%,10.33M,,0.55,0.00%,125.67M,82.00%,,,0.24,36.85%,14.38% / 4.11,,22.44M,0.46,23.60%,,18.07M,97.01%,1.73,0.04,41.50%,,,98.27%,,,,,0.07  4.07,88.26%,,,,,98.36%,2.37,,,,,0.00%,0.04,500,,152.00%,,19.61,20.65%,14.54%,Yes,,,,0,0.07,No,,May 10 AMC,,4.39M,0.07,3,75.94%,81.02%,92.42%,0,0.00%
8116,APPF,"AppFolio, Inc.",Technology,Software  Application,,RUT,,2.2,1.10%,35.56M,1.13%,6.17B,99.97,1.74,0.19%,19.48M,6.83%,77.90M,,0.44,79.50%,2.38% / 4.05,,532.30M,11.6,5200.00%,0.13%,0.46M,39.69%,6.35,27.33,69.86%,20.90%,183.5,55.07%,4.61,37.64,25.00%,31.00%,93.02  195.90,64.69%,,5612.14,55.30%,27.80%,11.41%,0.97,,2.8,26.80%,59.60%,86.58%,5.59,1785,2.8,25.20%,10.30%,45.52,2.61%,3.35%,Yes,0,38.10%,14.60%,1.06,172.61,Yes,0,Jul 27 AMC,,114.43K,173.55,2.8,4.36%,0.16%,28.81%,"107,254",0.55%
8117,APP,AppLovin Corporation,Technology,Software  Application,,,,0.22,4.30%,373.16M,23.60%,13.15B,60.47,0.64,81.02%,126.83M,33.70%,82.00M,,0.07,49.30%,11.25% / 4.83,,2.91B,4.52,657.70%,0.97%,14.27M,140.60%,5.09,7.61,107.44%,,27.21,4.20%,3.67,10.56,,,9.14  39.78,268.09%,,,,0.70%,2.56%,1.84,,3.3,,61.90%,324.07%,1.79,1675,3.3,14.40%,,80.63,6.24%,4.11%,Yes,1.7,96.10%,,2.2,37.2,Yes,1.68,Aug 09 AMC,,2.96M,38.76,2.1,28.99%,44.25%,118.21%,"5,718,461",4.19%
8118,APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,,RUT,10.69,4.71,1.20%,21.88M,1.74%,1.11B,11.56,4.35,8.01%,21.65M,5.12%,105.00M,0.71,1.14,92.00%,3.86% / 5.76,,1.45B,0.77,7.50%,1.09%,0.84M,7.41%,18.75,2.68,1.78%,11.30%,50.75,17.02%,1.11,45.19,15.00%,27.20%,36.62  50.21,13.18%,0.96,12.81,12.20%,20.00%,0.22%,1.17,1.91%,1.3,1.70%,25.70%,37.41%,0.91,4900,1.7,1.40%,8.70%,70.41,1.63%,1.78%,Yes,0,4.90%,7.30%,0.52,49.93,Yes,0.42,Jun 23 BMO,19.20%,145.09K,50.32,2.8,4.60%,9.65%,12.82%,"66,002",0.78%
